UF;Cod_Infracao;Quantidade
PERNAMBUCO;5908;168
PIAUI;5908;17
RIO DE JANEIRO;5908;770
RIO GRANDE DO NORTE;5908;45
RIO GRANDE DO SUL;5908;118
RONDONIA;5908;14
RORAIMA;5908;3
SANTA CATARINA;5908;58
SAO PAULO;5908;772
SERGIPE;5908;15
TOCANTINS;5908;8
AMAPA;5916;1
BAHIA;5916;8
CEARA;5916;4
DISTRITO FEDERAL;5916;2
ESPIRITO SANTO;5916;2
GOIAS;5916;2
MARANHAO;5916;1
MATO GROSSO DO SUL;5916;1
MINAS GERAIS;5916;10
PARA;5916;3
PARAIBA;5916;1
PARANA;5916;10
PERNAMBUCO;5916;1
RIO DE JANEIRO;5916;1
RIO GRANDE DO NORTE;5916;1
RIO GRANDE DO SUL;5916;7
SANTA CATARINA;5916;27
SAO PAULO;5916;18
ALAGOAS;5924;2
AMAZONAS;5924;1
AMAPA;5924;1
BAHIA;5924;30
CEARA;5924;10
DISTRITO FEDERAL;5924;6
ESPIRITO SANTO;5924;10
GOIAS;5924;17
MARANHAO;5924;2
MATO GROSSO;5924;25
MATO GROSSO DO SUL;5924;7
MINAS GERAIS;5924;36
PARA;5924;11
PARAIBA;5924;1
PARANA;5924;15
PERNAMBUCO;5924;6
PIAUI;5924;2
RIO DE JANEIRO;5924;6
RIO GRANDE DO NORTE;5924;6
RIO GRANDE DO SUL;5924;31
RONDONIA;5924;6
SANTA CATARINA;5924;18
SAO PAULO;5924;31
SERGIPE;5924;1
TOCANTINS;5924;2
ACRE;5932;1
ALAGOAS;5932;1
AMAZONAS;5932;1
BAHIA;5932;2
CEARA;5932;1
DISTRITO FEDERAL;5932;2
ESPIRITO SANTO;5932;2
GOIAS;5932;8
MATO GROSSO;5932;2
MINAS GERAIS;5932;11
PARA;5932;2
PARAIBA;5932;2
PARANA;5932;5
RIO DE JANEIRO;5932;8
RIO GRANDE DO SUL;5932;1
RONDONIA;5932;1
SANTA CATARINA;5932;30
SAO PAULO;5932;28
SERGIPE;5932;1
TOCANTINS;5932;1
ALAGOAS;5940;12
AMAZONAS;5940;1
BAHIA;5940;51
CEARA;5940;15
DISTRITO FEDERAL;5940;14
ESPIRITO SANTO;5940;10
GOIAS;5940;10
MARANHAO;5940;12
MATO GROSSO;5940;19
MATO GROSSO DO SUL;5940;7
MINAS GERAIS;5940;52
PARA;5940;11
PARAIBA;5940;6
PARANA;5940;18
PERNAMBUCO;5940;23
RIO DE JANEIRO;5940;11
RIO GRANDE DO NORTE;5940;8
RIO GRANDE DO SUL;5940;45
RONDONIA;5940;3
RORAIMA;5940;2
SANTA CATARINA;5940;34
SAO PAULO;5940;24
SERGIPE;5940;10
TOCANTINS;5940;5
ACRE;5959;37
ALAGOAS;5959;10
AMAZONAS;5959;4
BAHIA;5959;20
CEARA;5959;27
DISTRITO FEDERAL;5959;101
ESPIRITO SANTO;5959;16
GOIAS;5959;94
MARANHAO;5959;13
MATO GROSSO;5959;31
MATO GROSSO DO SUL;5959;8
MINAS GERAIS;5959;54
PARA;5959;37
PARAIBA;5959;11
PARANA;5959;47
PERNAMBUCO;5959;14
PIAUI;5959;5
RIO DE JANEIRO;5959;63
RIO GRANDE DO NORTE;5959;40
RIO GRANDE DO SUL;5959;12
RONDONIA;5959;34
RORAIMA;5959;10
SANTA CATARINA;5959;36
SAO PAULO;5959;79
SERGIPE;5959;1
TOCANTINS;5959;4
ACRE;5967;61
ALAGOAS;5967;268
AMAZONAS;5967;208
AMAPA;5967;20
BAHIA;5967;3349
CEARA;5967;1334
DISTRITO FEDERAL;5967;1110
ESPIRITO SANTO;5967;1846
GOIAS;5967;1371
MARANHAO;5967;484
MATO GROSSO;5967;1369
MATO GROSSO DO SUL;5967;1080
MINAS GERAIS;5967;4763
PARA;5967;931
PARAIBA;5967;529
PARANA;5967;3142
PERNAMBUCO;5967;1054
PIAUI;5967;457
RIO DE JANEIRO;5967;1578
RIO GRANDE DO NORTE;5967;737
RIO GRANDE DO SUL;5967;3258
RONDONIA;5967;847
RORAIMA;5967;49
SANTA CATARINA;5967;3165
SAO PAULO;5967;9063
SERGIPE;5967;349
TOCANTINS;5967;361
ACRE;5975;1
ALAGOAS;5975;16
AMAZONAS;5975;2
AMAPA;5975;15
BAHIA;5975;95
CEARA;5975;139
DISTRITO FEDERAL;5975;14
ESPIRITO SANTO;5975;50
GOIAS;5975;17
MARANHAO;5975;5
MATO GROSSO;5975;24
MATO GROSSO DO SUL;5975;37
MINAS GERAIS;5975;169
PARA;5975;21
PARAIBA;5975;27
PARANA;5975;107
PERNAMBUCO;5975;122
PIAUI;5975;18
RIO DE JANEIRO;5975;79
RIO GRANDE DO NORTE;5975;77
RIO GRANDE DO SUL;5975;253
RONDONIA;5975;32
RORAIMA;5975;2
SANTA CATARINA;5975;328
SAO PAULO;5975;739
SERGIPE;5975;7
TOCANTINS;5975;5
CEARA;5983;3
DISTRITO FEDERAL;5983;1
GOIAS;5983;4
MINAS GERAIS;5983;5
PARA;5983;1
PARAIBA;5983;1
PERNAMBUCO;5983;7
RIO DE JANEIRO;5983;2
RIO GRANDE DO SUL;5983;11
SAO PAULO;5983;2
ACRE;5991;11
ALAGOAS;5991;68
AMAZONAS;5991;294
AMAPA;5991;9
BAHIA;5991;217
CEARA;5991;1031
DISTRITO FEDERAL;5991;345
ESPIRITO SANTO;5991;80
GOIAS;5991;554
MARANHAO;5991;108
MATO GROSSO;5991;28
MATO GROSSO DO SUL;5991;31
MINAS GERAIS;5991;415
PARA;5991;65
PARAIBA;5991;57
PARANA;5991;292
PERNAMBUCO;5991;503
PIAUI;5991;68
RIO DE JANEIRO;5991;217
RIO GRANDE DO NORTE;5991;170
RIO GRANDE DO SUL;5991;474
RONDONIA;5991;47
RORAIMA;5991;8
SANTA CATARINA;5991;151
SAO PAULO;5991;1607
SERGIPE;5991;9
TOCANTINS;5991;13
ALAGOAS;6009;2
AMAZONAS;6009;2
BAHIA;6009;1
CEARA;6009;14
DISTRITO FEDERAL;6009;3
GOIAS;6009;9
MARANHAO;6009;2
MATO GROSSO DO SUL;6009;1
MINAS GERAIS;6009;11
PARAIBA;6009;3
PARANA;6009;3
PERNAMBUCO;6009;5
PIAUI;6009;1
RIO DE JANEIRO;6009;23
RIO GRANDE DO NORTE;6009;3
RIO GRANDE DO SUL;6009;9
SANTA CATARINA;6009;6
SAO PAULO;6009;41
ACRE;6017;15
ALAGOAS;6017;33
AMAZONAS;6017;601
AMAPA;6017;11
BAHIA;6017;97
CEARA;6017;311
DISTRITO FEDERAL;6017;119
ESPIRITO SANTO;6017;35
GOIAS;6017;472
MARANHAO;6017;179
MATO GROSSO;6017;95
MATO GROSSO DO SUL;6017;32
MINAS GERAIS;6017;169
PARA;6017;184
PARAIBA;6017;82
PARANA;6017;116
PERNAMBUCO;6017;208
PIAUI;6017;117
RIO DE JANEIRO;6017;74
RIO GRANDE DO NORTE;6017;44
RIO GRANDE DO SUL;6017;67
RONDONIA;6017;40
RORAIMA;6017;2
SANTA CATARINA;6017;71
SAO PAULO;6017;407
SERGIPE;6017;152
TOCANTINS;6017;8
ALAGOAS;6025;3
AMAZONAS;6025;24
BAHIA;6025;37
CEARA;6025;10
DISTRITO FEDERAL;6025;133
ESPIRITO SANTO;6025;3
GOIAS;6025;46
MARANHAO;6025;10
MATO GROSSO;6025;3
MATO GROSSO DO SUL;6025;6
MINAS GERAIS;6025;27
PARA;6025;8
PARAIBA;6025;3
PARANA;6025;30
PERNAMBUCO;6025;8
PIAUI;6025;3
RIO DE JANEIRO;6025;33
RIO GRANDE DO NORTE;6025;2
RIO GRANDE DO SUL;6025;17
RONDONIA;6025;3
RORAIMA;6025;1
SANTA CATARINA;6025;7
SAO PAULO;6025;69
SERGIPE;6025;1
ALAGOAS;6033;11
AMAZONAS;6033;16
AMAPA;6033;33
BAHIA;6033;9
CEARA;6033;7
DISTRITO FEDERAL;6033;26
ESPIRITO SANTO;6033;4
GOIAS;6033;12
MARANHAO;6033;7
MATO GROSSO;6033;3
MATO GROSSO DO SUL;6033;1
MINAS GERAIS;6033;19
PARA;6033;5
PARAIBA;6033;3
PARANA;6033;14
PERNAMBUCO;6033;17
PIAUI;6033;4
RIO DE JANEIRO;6033;12
RIO GRANDE DO NORTE;6033;1
RIO GRANDE DO SUL;6033;57
RONDONIA;6033;20
RORAIMA;6033;1
SANTA CATARINA;6033;7
SAO PAULO;6033;31
ACRE;6041;48
ALAGOAS;6041;1377
AMAZONAS;6041;901
AMAPA;6041;13
BAHIA;6041;1178
CEARA;6041;3039
DISTRITO FEDERAL;6041;1973
ESPIRITO SANTO;6041;558
GOIAS;6041;5909
MARANHAO;6041;462
MATO GROSSO;6041;1384
MATO GROSSO DO SUL;6041;603
MINAS GERAIS;6041;2668
PARA;6041;290
PARAIBA;6041;493
PARANA;6041;9131
PERNAMBUCO;6041;1787
PIAUI;6041;184
RIO DE JANEIRO;6041;1353
RIO GRANDE DO NORTE;6041;365
RIO GRANDE DO SUL;6041;918
RONDONIA;6041;120
RORAIMA;6041;63
SANTA CATARINA;6041;1636
SAO PAULO;6041;17246
SERGIPE;6041;60
TOCANTINS;6041;74
ACRE;6050;591
ALAGOAS;6050;1724
AMAZONAS;6050;1951
AMAPA;6050;2229
BAHIA;6050;4214
CEARA;6050;10513
DISTRITO FEDERAL;6050;33158
ESPIRITO SANTO;6050;3142
GOIAS;6050;14440
MARANHAO;6050;2848
MATO GROSSO;6050;9659
MATO GROSSO DO SUL;6050;2549
MINAS GERAIS;6050;21054
PARA;6050;11886
PARAIBA;6050;2672
PARANA;6050;25963
PERNAMBUCO;6050;5815
PIAUI;6050;2578
RIO DE JANEIRO;6050;21942
RIO GRANDE DO NORTE;6050;2934
RIO GRANDE DO SUL;6050;7671
RONDONIA;6050;612
RORAIMA;6050;2069
SANTA CATARINA;6050;8124
SAO PAULO;6050;108417
SERGIPE;6050;538
TOCANTINS;6050;1977
ACRE;6068;20
ALAGOAS;6068;38
AMAZONAS;6068;70
AMAPA;6068;15
BAHIA;6068;718
CEARA;6068;84
DISTRITO FEDERAL;6068;202
ESPIRITO SANTO;6068;231
GOIAS;6068;706
MARANHAO;6068;125
MATO GROSSO;6068;502
MATO GROSSO DO SUL;6068;266
MINAS GERAIS;6068;1226
PARA;6068;140
PARAIBA;6068;86
PARANA;6068;1558
PERNAMBUCO;6068;100
PIAUI;6068;70
RIO DE JANEIRO;6068;610
RIO GRANDE DO NORTE;6068;373
RIO GRANDE DO SUL;6068;687
RONDONIA;6068;90
RORAIMA;6068;6
SANTA CATARINA;6068;1590
SAO PAULO;6068;7325
SERGIPE;6068;16
TOCANTINS;6068;59
ACRE;6076;57
ALAGOAS;6076;6
AMAZONAS;6076;36
AMAPA;6076;10
BAHIA;6076;38
CEARA;6076;29
DISTRITO FEDERAL;6076;50
ESPIRITO SANTO;6076;9
GOIAS;6076;56
MARANHAO;6076;1
MATO GROSSO;6076;15
MATO GROSSO DO SUL;6076;6
MINAS GERAIS;6076;69
PARA;6076;19
PARAIBA;6076;7
PARANA;6076;28
PERNAMBUCO;6076;31
PIAUI;6076;12
RIO DE JANEIRO;6076;77
RIO GRANDE DO NORTE;6076;23
RIO GRANDE DO SUL;6076;37
RONDONIA;6076;5
SANTA CATARINA;6076;42
SAO PAULO;6076;184
SERGIPE;6076;3
TOCANTINS;6076;3
ALAGOAS;6084;51
AMAZONAS;6084;3
BAHIA;6084;19
CEARA;6084;6
DISTRITO FEDERAL;6084;9
ESPIRITO SANTO;6084;37
GOIAS;6084;24
MARANHAO;6084;9
MATO GROSSO;6084;4
MATO GROSSO DO SUL;6084;11
MINAS GERAIS;6084;31
PARA;6084;17
PARAIBA;6084;4
PARANA;6084;31
PERNAMBUCO;6084;5
PIAUI;6084;1
RIO DE JANEIRO;6084;81
RIO GRANDE DO NORTE;6084;7
RIO GRANDE DO SUL;6084;86
RONDONIA;6084;3
SANTA CATARINA;6084;34
SAO PAULO;6084;168
SERGIPE;6084;1
TOCANTINS;6084;9
RIO DE JANEIRO;6092;1
SAO PAULO;6092;1
AMAPA;6106;1
DISTRITO FEDERAL;6106;1
MINAS GERAIS;6106;4
SAO PAULO;6106;1
CEARA;6114;1
DISTRITO FEDERAL;6114;2
MATO GROSSO;6114;1
SANTA CATARINA;6114;1
ACRE;6122;15
ALAGOAS;6122;64
AMAZONAS;6122;1682
AMAPA;6122;6
BAHIA;6122;270
CEARA;6122;106
DISTRITO FEDERAL;6122;2444
ESPIRITO SANTO;6122;111
GOIAS;6122;626
MARANHAO;6122;122
MATO GROSSO;6122;45
MATO GROSSO DO SUL;6122;30
MINAS GERAIS;6122;416
PARA;6122;113
PARAIBA;6122;87
PARANA;6122;382
PERNAMBUCO;6122;67
PIAUI;6122;22
RIO DE JANEIRO;6122;138
RIO GRANDE DO NORTE;6122;84
RIO GRANDE DO SUL;6122;285
RONDONIA;6122;52
RORAIMA;6122;18
SANTA CATARINA;6122;310
SAO PAULO;6122;1019
SERGIPE;6122;6
TOCANTINS;6122;52
ACRE;6130;2
ALAGOAS;6130;11
AMAZONAS;6130;8
AMAPA;6130;1
BAHIA;6130;18
CEARA;6130;15
DISTRITO FEDERAL;6130;107
ESPIRITO SANTO;6130;7
GOIAS;6130;73
MARANHAO;6130;9
MATO GROSSO;6130;4
MATO GROSSO DO SUL;6130;3
MINAS GERAIS;6130;22
PARA;6130;7
PARAIBA;6130;4
PARANA;6130;46
PERNAMBUCO;6130;7
RIO DE JANEIRO;6130;8
RIO GRANDE DO NORTE;6130;16
RIO GRANDE DO SUL;6130;18
RONDONIA;6130;3
RORAIMA;6130;2
SANTA CATARINA;6130;29
SAO PAULO;6130;163
TOCANTINS;6130;1
ALAGOAS;6149;2
AMAZONAS;6149;1
BAHIA;6149;14
CEARA;6149;2
DISTRITO FEDERAL;6149;18
ESPIRITO SANTO;6149;2
GOIAS;6149;19
MARANHAO;6149;6
MATO GROSSO;6149;1
MINAS GERAIS;6149;6
PARA;6149;1
PARAIBA;6149;4
PARANA;6149;3
PIAUI;6149;1
RIO DE JANEIRO;6149;3
RIO GRANDE DO NORTE;6149;1
RIO GRANDE DO SUL;6149;5
RORAIMA;6149;1
SANTA CATARINA;6149;2
SAO PAULO;6149;16
ALAGOAS;6157;1
AMAZONAS;6157;1
BAHIA;6157;3
CEARA;6157;4
DISTRITO FEDERAL;6157;12
ESPIRITO SANTO;6157;2
GOIAS;6157;4
MARANHAO;6157;4
MINAS GERAIS;6157;4
PARANA;6157;4
PERNAMBUCO;6157;1
PIAUI;6157;1
RIO DE JANEIRO;6157;1
RIO GRANDE DO NORTE;6157;1
RIO GRANDE DO SUL;6157;6
SANTA CATARINA;6157;4
SAO PAULO;6157;16
TOCANTINS;6157;2
ALAGOAS;6165;4
BAHIA;6165;6
CEARA;6165;1
DISTRITO FEDERAL;6165;12
ESPIRITO SANTO;6165;1
GOIAS;6165;11
MATO GROSSO;6165;2
MINAS GERAIS;6165;2
PARAIBA;6165;1
PARANA;6165;4
PERNAMBUCO;6165;1
RIO GRANDE DO NORTE;6165;2
RIO GRANDE DO SUL;6165;2
SANTA CATARINA;6165;6
SAO PAULO;6165;40
TOCANTINS;6165;1
ACRE;6173;1
ALAGOAS;6173;2
AMAZONAS;6173;6
BAHIA;6173;14
CEARA;6173;10
DISTRITO FEDERAL;6173;41
ESPIRITO SANTO;6173;13
GOIAS;6173;44
MARANHAO;6173;8
MATO GROSSO;6173;4
MATO GROSSO DO SUL;6173;7
MINAS GERAIS;6173;28
PARA;6173;12
PARAIBA;6173;8
PARANA;6173;34
PERNAMBUCO;6173;14
PIAUI;6173;3
RIO DE JANEIRO;6173;4
RIO GRANDE DO NORTE;6173;39
RIO GRANDE DO SUL;6173;19
RONDONIA;6173;2
SANTA CATARINA;6173;27
SAO PAULO;6173;39
TOCANTINS;6173;5
ALAGOAS;6181;4
AMAPA;6181;1
BAHIA;6181;8
CEARA;6181;4
DISTRITO FEDERAL;6181;40
ESPIRITO SANTO;6181;6
GOIAS;6181;12
MATO GROSSO;6181;6
MATO GROSSO DO SUL;6181;4
MINAS GERAIS;6181;29
PARA;6181;5
PARAIBA;6181;6
PARANA;6181;59
PERNAMBUCO;6181;6
RIO DE JANEIRO;6181;4
RIO GRANDE DO NORTE;6181;13
RIO GRANDE DO SUL;6181;27
RONDONIA;6181;2
SANTA CATARINA;6181;23
SAO PAULO;6181;95
ACRE;6190;1
AMAZONAS;6190;2
BAHIA;6190;1
CEARA;6190;1
DISTRITO FEDERAL;6190;4
ESPIRITO SANTO;6190;1
GOIAS;6190;15
MINAS GERAIS;6190;9
PARA;6190;1
PARANA;6190;6
PERNAMBUCO;6190;20
PIAUI;6190;2
RIO DE JANEIRO;6190;1
RIO GRANDE DO SUL;6190;11
RONDONIA;6190;1
SANTA CATARINA;6190;8
SAO PAULO;6190;35
SERGIPE;6190;1
CEARA;6203;1
DISTRITO FEDERAL;6203;1
GOIAS;6203;1
MINAS GERAIS;6203;1
PARANA;6203;1
SAO PAULO;6220;1
ACRE;6254;1
ALAGOAS;6254;1
DISTRITO FEDERAL;6254;1
GOIAS;6254;7
RIO DE JANEIRO;6254;1
RIO GRANDE DO NORTE;6254;1
RIO GRANDE DO SUL;6254;7
SAO PAULO;6254;1
BAHIA;6262;1
DISTRITO FEDERAL;6262;2
GOIAS;6262;6
MARANHAO;6262;1
MATO GROSSO;6262;1
MINAS GERAIS;6262;9
PARA;6262;1
PARANA;6262;1
PERNAMBUCO;6262;3
RIO GRANDE DO SUL;6262;2
SANTA CATARINA;6262;4
SAO PAULO;6262;21
ACRE;6270;3
ALAGOAS;6270;4
AMAZONAS;6270;4
BAHIA;6270;12
CEARA;6270;71
DISTRITO FEDERAL;6270;39
ESPIRITO SANTO;6270;36
GOIAS;6270;55
MARANHAO;6270;8
MATO GROSSO;6270;30
MATO GROSSO DO SUL;6270;19
MINAS GERAIS;6270;333
PARA;6270;12
PARAIBA;6270;11
PARANA;6270;228
PERNAMBUCO;6270;28
PIAUI;6270;3
RIO DE JANEIRO;6270;100
RIO GRANDE DO NORTE;6270;13
RIO GRANDE DO SUL;6270;134
RONDONIA;6270;15
SANTA CATARINA;6270;101
SAO PAULO;6270;527
SERGIPE;6270;2
TOCANTINS;6270;4
CEARA;6289;4
DISTRITO FEDERAL;6289;1
ESPIRITO SANTO;6289;1
GOIAS;6289;1
MARANHAO;6289;1
MINAS GERAIS;6289;1
PARANA;6289;1
PERNAMBUCO;6289;3
PIAUI;6289;1
RIO DE JANEIRO;6289;1
RIO GRANDE DO SUL;6289;2
SANTA CATARINA;6289;5
SAO PAULO;6289;13
TOCANTINS;6289;1
ALAGOAS;6297;2
DISTRITO FEDERAL;6297;1
GOIAS;6297;1
MARANHAO;6297;1
MATO GROSSO;6297;2
MINAS GERAIS;6297;13
PARANA;6297;4
PERNAMBUCO;6297;3
PIAUI;6297;1
RIO DE JANEIRO;6297;1
RIO GRANDE DO SUL;6297;3
SANTA CATARINA;6297;6
GOIAS;6300;2
MARANHAO;6300;1
MINAS GERAIS;6300;1
CEARA;6319;2
DISTRITO FEDERAL;6319;1
ESPIRITO SANTO;6319;1
GOIAS;6319;3
MARANHAO;6319;1
MATO GROSSO DO SUL;6319;2
MINAS GERAIS;6319;6
PARANA;6319;5
PIAUI;6319;1
RIO DE JANEIRO;6319;1
RIO GRANDE DO SUL;6319;11
SANTA CATARINA;6319;13
SAO PAULO;6319;31
ALAGOAS;6327;2
AMAZONAS;6327;2
BAHIA;6327;1
CEARA;6327;3
DISTRITO FEDERAL;6327;1
GOIAS;6327;2
MINAS GERAIS;6327;2
PARAIBA;6327;1
PARANA;6327;2
PERNAMBUCO;6327;1
RIO DE JANEIRO;6327;1
RIO GRANDE DO SUL;6327;2
SANTA CATARINA;6327;2
SAO PAULO;6327;6
MINAS GERAIS;6335;1
PARANA;6335;2
RIO DE JANEIRO;6335;2
RIO GRANDE DO SUL;6335;3
SANTA CATARINA;6335;3
SAO PAULO;6335;13
GOIAS;6343;2
MINAS GERAIS;6343;3
GOIAS;6351;1
MINAS GERAIS;6351;1
RIO DE JANEIRO;6351;1
SANTA CATARINA;6351;2
SAO PAULO;6351;3
SERGIPE;6351;1
DISTRITO FEDERAL;6360;1
GOIAS;6360;1
RIO GRANDE DO NORTE;6360;1
CEARA;6378;1
DISTRITO FEDERAL;6378;2
GOIAS;6378;1
MINAS GERAIS;6378;3
PARANA;6378;4
PERNAMBUCO;6378;1
RIO DE JANEIRO;6378;1
RIO GRANDE DO SUL;6378;3
SANTA CATARINA;6378;1
SAO PAULO;6378;12
ALAGOAS;6386;1
BAHIA;6386;1
DISTRITO FEDERAL;6386;1
GOIAS;6386;2
MINAS GERAIS;6386;2
PARANA;6386;1
RIO DE JANEIRO;6386;1
RIO GRANDE DO SUL;6386;1
SANTA CATARINA;6386;1
SAO PAULO;6386;3
AMAZONAS;6394;3
AMAPA;6394;1
BAHIA;6394;2
CEARA;6394;1
DISTRITO FEDERAL;6394;7
ESPIRITO SANTO;6394;4
GOIAS;6394;16
MARANHAO;6394;5
MATO GROSSO;6394;3
MATO GROSSO DO SUL;6394;1
MINAS GERAIS;6394;48
PARANA;6394;19
PERNAMBUCO;6394;2
PIAUI;6394;3
RIO DE JANEIRO;6394;6
RIO GRANDE DO SUL;6394;22
RONDONIA;6394;2
SANTA CATARINA;6394;17
SAO PAULO;6394;63
ACRE;6408;33
ALAGOAS;6408;27
AMAZONAS;6408;40
AMAPA;6408;8
BAHIA;6408;102
CEARA;6408;399
DISTRITO FEDERAL;6408;65
ESPIRITO SANTO;6408;71
GOIAS;6408;180
MARANHAO;6408;44
MATO GROSSO;6408;63
MATO GROSSO DO SUL;6408;72
MINAS GERAIS;6408;264
PARA;6408;32
PARAIBA;6408;55
PARANA;6408;169
PERNAMBUCO;6408;190
PIAUI;6408;38
RIO DE JANEIRO;6408;103
RIO GRANDE DO NORTE;6408;50
RIO GRANDE DO SUL;6408;123
RONDONIA;6408;45
RORAIMA;6408;6
SANTA CATARINA;6408;280
SAO PAULO;6408;1345
SERGIPE;6408;15
TOCANTINS;6408;16
CEARA;6416;4
DISTRITO FEDERAL;6416;1
ESPIRITO SANTO;6416;1
PARA;6416;1
PERNAMBUCO;6416;1
RIO DE JANEIRO;6416;8
SAO PAULO;6416;2
PARANA;6424;1
ACRE;6432;2
AMAPA;6432;1
BAHIA;6432;14
CEARA;6432;8
DISTRITO FEDERAL;6432;21
ESPIRITO SANTO;6432;2
GOIAS;6432;19
MARANHAO;6432;1
MATO GROSSO;6432;2
MATO GROSSO DO SUL;6432;5
MINAS GERAIS;6432;35
PARA;6432;2
PARAIBA;6432;4
PARANA;6432;14
PERNAMBUCO;6432;3
RIO DE JANEIRO;6432;4
RIO GRANDE DO NORTE;6432;1
RIO GRANDE DO SUL;6432;60
RONDONIA;6432;4
SANTA CATARINA;6432;32
SAO PAULO;6432;82
AMAZONAS;6440;1
BAHIA;6440;6
CEARA;6440;2
DISTRITO FEDERAL;6440;11
ESPIRITO SANTO;6440;2
GOIAS;6440;2
MARANHAO;6440;1
MINAS GERAIS;6440;9
PARAIBA;6440;21
PARANA;6440;5
PERNAMBUCO;6440;3
RIO DE JANEIRO;6440;2
RIO GRANDE DO NORTE;6440;1
RIO GRANDE DO SUL;6440;6
SANTA CATARINA;6440;3
SAO PAULO;6440;64
TOCANTINS;6440;1
ACRE;6459;3
ALAGOAS;6459;2
AMAZONAS;6459;4
BAHIA;6459;7
CEARA;6459;1
DISTRITO FEDERAL;6459;5
ESPIRITO SANTO;6459;2
GOIAS;6459;6
MARANHAO;6459;1
MATO GROSSO;6459;3
MATO GROSSO DO SUL;6459;10
MINAS GERAIS;6459;7
PARA;6459;5
PARAIBA;6459;1
PARANA;6459;10
PERNAMBUCO;6459;1
RIO DE JANEIRO;6459;4
RIO GRANDE DO NORTE;6459;1
RIO GRANDE DO SUL;6459;9
RONDONIA;6459;2
RORAIMA;6459;3
SANTA CATARINA;6459;17
SAO PAULO;6459;41
SERGIPE;6459;41
GOIAS;6467;1
ACRE;6483;2
ALAGOAS;6483;2
AMAZONAS;6483;3
BAHIA;6483;6
CEARA;6483;7
DISTRITO FEDERAL;6483;47
ESPIRITO SANTO;6483;8
GOIAS;6483;28
MARANHAO;6483;4
MATO GROSSO;6483;2
MATO GROSSO DO SUL;6483;2
MINAS GERAIS;6483;21
PARA;6483;2
PARAIBA;6483;3
PARANA;6483;17
PERNAMBUCO;6483;8
PIAUI;6483;3
RIO DE JANEIRO;6483;18
RIO GRANDE DO NORTE;6483;3
RIO GRANDE DO SUL;6483;20
SANTA CATARINA;6483;14
SAO PAULO;6483;97
ACRE;6491;3
ALAGOAS;6491;11
AMAZONAS;6491;10
BAHIA;6491;27
CEARA;6491;7
DISTRITO FEDERAL;6491;68
ESPIRITO SANTO;6491;18
GOIAS;6491;57
MARANHAO;6491;6
MATO GROSSO;6491;2
MATO GROSSO DO SUL;6491;3
MINAS GERAIS;6491;110
PARA;6491;6
PARAIBA;6491;7
PARANA;6491;47
PERNAMBUCO;6491;27
PIAUI;6491;2
RIO DE JANEIRO;6491;25
RIO GRANDE DO NORTE;6491;6
RIO GRANDE DO SUL;6491;54
RONDONIA;6491;2
SANTA CATARINA;6491;36
SAO PAULO;6491;131
SERGIPE;6491;1
TOCANTINS;6491;2
AMAZONAS;6505;2
BAHIA;6505;1
DISTRITO FEDERAL;6505;1
ESPIRITO SANTO;6505;1
MINAS GERAIS;6505;6
PARANA;6505;2
RIO GRANDE DO SUL;6505;3
SANTA CATARINA;6505;1
SAO PAULO;6505;5
BAHIA;6513;2
MINAS GERAIS;6513;2
PARANA;6513;2
RIO GRANDE DO SUL;6513;1
SAO PAULO;6513;1
ALAGOAS;6521;3
DISTRITO FEDERAL;6521;2
GOIAS;6521;1
MINAS GERAIS;6521;2
PARANA;6521;1
SAO PAULO;6521;3
TOCANTINS;6521;1
ACRE;6530;23
ALAGOAS;6530;6
AMAZONAS;6530;15
AMAPA;6530;1
BAHIA;6530;187
CEARA;6530;23
DISTRITO FEDERAL;6530;1310
ESPIRITO SANTO;6530;174
GOIAS;6530;1452
MARANHAO;6530;14
MATO GROSSO;6530;81
MATO GROSSO DO SUL;6530;102
MINAS GERAIS;6530;1571
PARA;6530;12
PARAIBA;6530;5
PARANA;6530;1037
PERNAMBUCO;6530;17
PIAUI;6530;1
RIO DE JANEIRO;6530;106
RIO GRANDE DO NORTE;6530;20
RIO GRANDE DO SUL;6530;447
RONDONIA;6530;32
SANTA CATARINA;6530;422
SAO PAULO;6530;2719
SERGIPE;6530;10
TOCANTINS;6530;17
ALAGOAS;6548;2
BAHIA;6548;73
CEARA;6548;1
DISTRITO FEDERAL;6548;106
ESPIRITO SANTO;6548;9
GOIAS;6548;473
MATO GROSSO;6548;8
MATO GROSSO DO SUL;6548;8
MINAS GERAIS;6548;63
PARA;6548;1
PARANA;6548;13
PIAUI;6548;2
RIO DE JANEIRO;6548;19
RIO GRANDE DO NORTE;6548;1
RIO GRANDE DO SUL;6548;4
SANTA CATARINA;6548;35
SAO PAULO;6548;21
TOCANTINS;6548;1
ACRE;6556;7
ALAGOAS;6556;7
AMAZONAS;6556;42
AMAPA;6556;8
BAHIA;6556;70
CEARA;6556;37
DISTRITO FEDERAL;6556;48
ESPIRITO SANTO;6556;32
GOIAS;6556;69
MARANHAO;6556;14
MATO GROSSO;6556;52
MATO GROSSO DO SUL;6556;20
MINAS GERAIS;6556;188
PARA;6556;34
PARAIBA;6556;27
PARANA;6556;75
PERNAMBUCO;6556;49
PIAUI;6556;6
RIO DE JANEIRO;6556;166
RIO GRANDE DO NORTE;6556;12
RIO GRANDE DO SUL;6556;64
RONDONIA;6556;24
RORAIMA;6556;2
