UF;Cod_Infracao;Quantidade
SANTA CATARINA;5479;56
SAO PAULO;5479;305
SERGIPE;5479;22
TOCANTINS;5479;20
ACRE;5487;80
ALAGOAS;5487;104
AMAZONAS;5487;510
AMAPA;5487;69
BAHIA;5487;1006
CEARA;5487;944
DISTRITO FEDERAL;5487;193
ESPIRITO SANTO;5487;251
GOIAS;5487;1603
MARANHAO;5487;281
MATO GROSSO;5487;135
MATO GROSSO DO SUL;5487;151
MINAS GERAIS;5487;888
PARA;5487;790
PARAIBA;5487;190
PARANA;5487;438
PERNAMBUCO;5487;943
PIAUI;5487;275
RIO DE JANEIRO;5487;1108
RIO GRANDE DO NORTE;5487;193
RIO GRANDE DO SUL;5487;123
RONDONIA;5487;41
RORAIMA;5487;16
SANTA CATARINA;5487;195
SAO PAULO;5487;1481
SERGIPE;5487;45
TOCANTINS;5487;56
ACRE;5495;4
ALAGOAS;5495;3
AMAZONAS;5495;9
BAHIA;5495;14
CEARA;5495;76
DISTRITO FEDERAL;5495;20
ESPIRITO SANTO;5495;13
GOIAS;5495;30
MARANHAO;5495;28
MATO GROSSO;5495;2
MATO GROSSO DO SUL;5495;25
MINAS GERAIS;5495;26
PARA;5495;4
PARANA;5495;11
PERNAMBUCO;5495;19
PIAUI;5495;134
RIO DE JANEIRO;5495;10
RIO GRANDE DO NORTE;5495;4
RIO GRANDE DO SUL;5495;5
SANTA CATARINA;5495;6
SAO PAULO;5495;57
TOCANTINS;5495;5
ACRE;5509;45
ALAGOAS;5509;62
AMAZONAS;5509;184
AMAPA;5509;45
BAHIA;5509;829
CEARA;5509;185
DISTRITO FEDERAL;5509;106
ESPIRITO SANTO;5509;273
GOIAS;5509;243
MARANHAO;5509;54
MATO GROSSO;5509;109
MATO GROSSO DO SUL;5509;184
MINAS GERAIS;5509;1120
PARA;5509;150
PARAIBA;5509;123
PARANA;5509;300
PERNAMBUCO;5509;384
PIAUI;5509;26
RIO DE JANEIRO;5509;1150
RIO GRANDE DO NORTE;5509;50
RIO GRANDE DO SUL;5509;165
RONDONIA;5509;66
RORAIMA;5509;4
SANTA CATARINA;5509;153
SAO PAULO;5509;1509
SERGIPE;5509;11
TOCANTINS;5509;7
ALAGOAS;5517;1
AMAZONAS;5517;1
AMAPA;5517;3
BAHIA;5517;74
CEARA;5517;1
DISTRITO FEDERAL;5517;2
ESPIRITO SANTO;5517;4
GOIAS;5517;14
MINAS GERAIS;5517;54
PARA;5517;1
PARAIBA;5517;2
PARANA;5517;11
PERNAMBUCO;5517;5
RIO DE JANEIRO;5517;110
RIO GRANDE DO NORTE;5517;1
RORAIMA;5517;1
SANTA CATARINA;5517;8
SAO PAULO;5517;80
TOCANTINS;5517;1
ACRE;5525;336
ALAGOAS;5525;95
AMAZONAS;5525;99
AMAPA;5525;12
BAHIA;5525;428
CEARA;5525;1032
DISTRITO FEDERAL;5525;650
ESPIRITO SANTO;5525;216
GOIAS;5525;599
MARANHAO;5525;23
MATO GROSSO;5525;197
MATO GROSSO DO SUL;5525;92
MINAS GERAIS;5525;1006
PARA;5525;102
PARAIBA;5525;36
PARANA;5525;670
PERNAMBUCO;5525;245
PIAUI;5525;27
RIO DE JANEIRO;5525;581
RIO GRANDE DO NORTE;5525;96
RIO GRANDE DO SUL;5525;244
RONDONIA;5525;16
RORAIMA;5525;10
SANTA CATARINA;5525;756
SAO PAULO;5525;2836
SERGIPE;5525;28
TOCANTINS;5525;27
CEARA;5533;1
MARANHAO;5533;1
ACRE;5541;236
ALAGOAS;5541;788
AMAZONAS;5541;432
AMAPA;5541;238
BAHIA;5541;11319
CEARA;5541;6172
DISTRITO FEDERAL;5541;1003
ESPIRITO SANTO;5541;2845
GOIAS;5541;7678
MARANHAO;5541;260
MATO GROSSO;5541;721
MATO GROSSO DO SUL;5541;1300
MINAS GERAIS;5541;21426
PARA;5541;340
PARAIBA;5541;975
PARANA;5541;23283
PERNAMBUCO;5541;12574
PIAUI;5541;376
RIO DE JANEIRO;5541;15978
RIO GRANDE DO NORTE;5541;558
RIO GRANDE DO SUL;5541;2638
RONDONIA;5541;140
RORAIMA;5541;53
SANTA CATARINA;5541;12624
SAO PAULO;5541;59471
SERGIPE;5541;171
TOCANTINS;5541;132
ACRE;5550;601
ALAGOAS;5550;1376
AMAZONAS;5550;955
AMAPA;5550;46
BAHIA;5550;4434
CEARA;5550;16583
DISTRITO FEDERAL;5550;4342
ESPIRITO SANTO;5550;2033
GOIAS;5550;8921
MARANHAO;5550;1312
MATO GROSSO;5550;676
MATO GROSSO DO SUL;5550;552
MINAS GERAIS;5550;7818
PARA;5550;922
PARAIBA;5550;1459
PARANA;5550;3300
PERNAMBUCO;5550;5840
PIAUI;5550;1526
RIO DE JANEIRO;5550;5589
RIO GRANDE DO NORTE;5550;722
RIO GRANDE DO SUL;5550;2309
RONDONIA;5550;86
RORAIMA;5550;55
SANTA CATARINA;5550;3737
SAO PAULO;5550;24002
SERGIPE;5550;193
TOCANTINS;5550;225
ACRE;5568;74
ALAGOAS;5568;350
AMAZONAS;5568;107
AMAPA;5568;21
BAHIA;5568;1874
CEARA;5568;993
DISTRITO FEDERAL;5568;1433
ESPIRITO SANTO;5568;568
GOIAS;5568;13382
MARANHAO;5568;129
MATO GROSSO;5568;1727
MATO GROSSO DO SUL;5568;270
MINAS GERAIS;5568;4841
PARA;5568;218
PARAIBA;5568;253
PARANA;5568;1626
PERNAMBUCO;5568;1277
PIAUI;5568;182
RIO DE JANEIRO;5568;3053
RIO GRANDE DO NORTE;5568;81
RIO GRANDE DO SUL;5568;659
RONDONIA;5568;128
RORAIMA;5568;36
SANTA CATARINA;5568;1559
SAO PAULO;5568;13107
SERGIPE;5568;30
TOCANTINS;5568;122
ACRE;5576;1
ALAGOAS;5576;1
AMAZONAS;5576;2
AMAPA;5576;1
BAHIA;5576;20
CEARA;5576;20
DISTRITO FEDERAL;5576;12
ESPIRITO SANTO;5576;3
GOIAS;5576;108
MARANHAO;5576;6
MATO GROSSO;5576;6
MATO GROSSO DO SUL;5576;4
MINAS GERAIS;5576;45
PARA;5576;4
PARAIBA;5576;1
PARANA;5576;20
PERNAMBUCO;5576;10
PIAUI;5576;4
RIO DE JANEIRO;5576;89
RIO GRANDE DO NORTE;5576;1
RIO GRANDE DO SUL;5576;23
RONDONIA;5576;1
SANTA CATARINA;5576;12
SAO PAULO;5576;94
TOCANTINS;5576;2
ACRE;5584;3
ALAGOAS;5584;4
BAHIA;5584;12
CEARA;5584;6
DISTRITO FEDERAL;5584;1
ESPIRITO SANTO;5584;1
GOIAS;5584;18
MARANHAO;5584;3
MATO GROSSO;5584;2
MATO GROSSO DO SUL;5584;3
MINAS GERAIS;5584;18
PARAIBA;5584;1
PARANA;5584;7
PERNAMBUCO;5584;7
RIO DE JANEIRO;5584;16
RIO GRANDE DO NORTE;5584;1
RIO GRANDE DO SUL;5584;17
SANTA CATARINA;5584;5
SAO PAULO;5584;39
ACRE;5592;7
ALAGOAS;5592;31
AMAZONAS;5592;18
AMAPA;5592;1
BAHIA;5592;311
CEARA;5592;52
DISTRITO FEDERAL;5592;8
ESPIRITO SANTO;5592;30
GOIAS;5592;194
MARANHAO;5592;12
MATO GROSSO;5592;5
MATO GROSSO DO SUL;5592;13
MINAS GERAIS;5592;282
PARA;5592;13
PARAIBA;5592;2
PARANA;5592;106
PERNAMBUCO;5592;164
PIAUI;5592;3
RIO DE JANEIRO;5592;56
RIO GRANDE DO NORTE;5592;19
RIO GRANDE DO SUL;5592;132
RONDONIA;5592;6
RORAIMA;5592;1
SANTA CATARINA;5592;69
SAO PAULO;5592;757
SERGIPE;5592;2
TOCANTINS;5592;4
ACRE;5606;1
ALAGOAS;5606;3
AMAZONAS;5606;1
BAHIA;5606;14
CEARA;5606;15
DISTRITO FEDERAL;5606;13
ESPIRITO SANTO;5606;5
GOIAS;5606;104
MARANHAO;5606;1
MATO GROSSO;5606;5
MATO GROSSO DO SUL;5606;3
MINAS GERAIS;5606;46
PARA;5606;2
PARANA;5606;21
PERNAMBUCO;5606;4
RIO DE JANEIRO;5606;181
RIO GRANDE DO SUL;5606;3
SANTA CATARINA;5606;10
SAO PAULO;5606;47
SERGIPE;5606;2
ACRE;5614;1
ALAGOAS;5614;7
AMAZONAS;5614;1
AMAPA;5614;6
BAHIA;5614;37
CEARA;5614;11
DISTRITO FEDERAL;5614;22
ESPIRITO SANTO;5614;11
GOIAS;5614;51
MARANHAO;5614;3
MATO GROSSO;5614;9
MATO GROSSO DO SUL;5614;23
MINAS GERAIS;5614;164
PARA;5614;16
PARAIBA;5614;24
PARANA;5614;141
PERNAMBUCO;5614;36
PIAUI;5614;17
RIO DE JANEIRO;5614;143
RIO GRANDE DO NORTE;5614;52
RIO GRANDE DO SUL;5614;32
RONDONIA;5614;2
SANTA CATARINA;5614;129
SAO PAULO;5614;170
SERGIPE;5614;2
TOCANTINS;5614;1
ACRE;5622;15
ALAGOAS;5622;81
AMAZONAS;5622;19
AMAPA;5622;5
BAHIA;5622;261
CEARA;5622;685
DISTRITO FEDERAL;5622;74
ESPIRITO SANTO;5622;88
GOIAS;5622;438
MARANHAO;5622;33
MATO GROSSO;5622;20
MATO GROSSO DO SUL;5622;39
MINAS GERAIS;5622;293
PARA;5622;11
PARAIBA;5622;37
PARANA;5622;273
PERNAMBUCO;5622;423
PIAUI;5622;38
RIO DE JANEIRO;5622;335
RIO GRANDE DO NORTE;5622;20
RIO GRANDE DO SUL;5622;184
RONDONIA;5622;4
RORAIMA;5622;4
SANTA CATARINA;5622;260
SAO PAULO;5622;1276
SERGIPE;5622;3
TOCANTINS;5622;4
ACRE;5630;2
ALAGOAS;5630;109
AMAZONAS;5630;24
BAHIA;5630;12
CEARA;5630;35
DISTRITO FEDERAL;5630;38
ESPIRITO SANTO;5630;16
GOIAS;5630;86
MARANHAO;5630;2
MATO GROSSO;5630;1
MATO GROSSO DO SUL;5630;14
MINAS GERAIS;5630;104
PARA;5630;4
PARAIBA;5630;6
PARANA;5630;200
PERNAMBUCO;5630;161
PIAUI;5630;7
RIO DE JANEIRO;5630;67
RIO GRANDE DO NORTE;5630;46
RIO GRANDE DO SUL;5630;23
SANTA CATARINA;5630;71
SAO PAULO;5630;218
BAHIA;5649;20
MINAS GERAIS;5649;2
RIO DE JANEIRO;5649;2
SANTA CATARINA;5649;2
SAO PAULO;5649;3
SERGIPE;5649;1
ACRE;5657;10
ALAGOAS;5657;6
AMAZONAS;5657;1
AMAPA;5657;3
BAHIA;5657;9
DISTRITO FEDERAL;5657;6
ESPIRITO SANTO;5657;6
GOIAS;5657;53
MATO GROSSO;5657;6
MATO GROSSO DO SUL;5657;3
MINAS GERAIS;5657;40
PARA;5657;2
PARAIBA;5657;1
PARANA;5657;28
PERNAMBUCO;5657;7
RIO DE JANEIRO;5657;9
RIO GRANDE DO NORTE;5657;2
RIO GRANDE DO SUL;5657;12
RORAIMA;5657;1
SANTA CATARINA;5657;28
SAO PAULO;5657;95
SERGIPE;5657;1
TOCANTINS;5657;3
ACRE;5665;3
ALAGOAS;5665;304
AMAZONAS;5665;62
AMAPA;5665;1
BAHIA;5665;39
CEARA;5665;847
DISTRITO FEDERAL;5665;73
ESPIRITO SANTO;5665;49
GOIAS;5665;1434
MARANHAO;5665;25
MATO GROSSO;5665;17
MATO GROSSO DO SUL;5665;10
MINAS GERAIS;5665;447
PARA;5665;18
PARAIBA;5665;11
PARANA;5665;163
PERNAMBUCO;5665;113
PIAUI;5665;4
RIO DE JANEIRO;5665;1232
RIO GRANDE DO NORTE;5665;14
RIO GRANDE DO SUL;5665;226
RONDONIA;5665;1
RORAIMA;5665;2
SANTA CATARINA;5665;154
SAO PAULO;5665;1258
TOCANTINS;5665;8
ACRE;5673;30
ALAGOAS;5673;143
AMAZONAS;5673;92
AMAPA;5673;139
BAHIA;5673;402
CEARA;5673;2036
DISTRITO FEDERAL;5673;406
ESPIRITO SANTO;5673;106
GOIAS;5673;5608
MARANHAO;5673;342
MATO GROSSO;5673;1191
MATO GROSSO DO SUL;5673;195
MINAS GERAIS;5673;2887
PARA;5673;3848
PARAIBA;5673;101
PARANA;5673;2480
PERNAMBUCO;5673;1152
PIAUI;5673;1942
RIO DE JANEIRO;5673;2739
RIO GRANDE DO NORTE;5673;1258
RIO GRANDE DO SUL;5673;795
RONDONIA;5673;28
RORAIMA;5673;11
SANTA CATARINA;5673;1377
SAO PAULO;5673;13220
SERGIPE;5673;21
TOCANTINS;5673;1210
ACRE;5681;18
ALAGOAS;5681;2183
AMAZONAS;5681;19
AMAPA;5681;12
BAHIA;5681;305
CEARA;5681;88
DISTRITO FEDERAL;5681;16527
ESPIRITO SANTO;5681;49
GOIAS;5681;3438
MARANHAO;5681;128
MATO GROSSO;5681;256
MATO GROSSO DO SUL;5681;148
MINAS GERAIS;5681;1652
PARA;5681;389
PARAIBA;5681;41
PARANA;5681;446
PERNAMBUCO;5681;137
PIAUI;5681;76
RIO DE JANEIRO;5681;580
RIO GRANDE DO NORTE;5681;498
RIO GRANDE DO SUL;5681;185
RONDONIA;5681;53
RORAIMA;5681;3
SANTA CATARINA;5681;344
SAO PAULO;5681;2340
SERGIPE;5681;17
TOCANTINS;5681;138
ALAGOAS;5690;1
BAHIA;5690;4
CEARA;5690;2
DISTRITO FEDERAL;5690;224
ESPIRITO SANTO;5690;10
GOIAS;5690;229
MARANHAO;5690;1
MATO GROSSO;5690;5
MATO GROSSO DO SUL;5690;3
MINAS GERAIS;5690;470
PARA;5690;15
PARAIBA;5690;7
PARANA;5690;15
PERNAMBUCO;5690;50
PIAUI;5690;1
RIO DE JANEIRO;5690;204
RIO GRANDE DO NORTE;5690;3
RIO GRANDE DO SUL;5690;7
RONDONIA;5690;3
SANTA CATARINA;5690;3
SAO PAULO;5690;266
TOCANTINS;5690;4
ACRE;5703;12
ALAGOAS;5703;15
AMAZONAS;5703;69
AMAPA;5703;11
BAHIA;5703;171
CEARA;5703;21
DISTRITO FEDERAL;5703;97
ESPIRITO SANTO;5703;188
GOIAS;5703;384
MARANHAO;5703;16
MATO GROSSO;5703;135
MATO GROSSO DO SUL;5703;160
MINAS GERAIS;5703;1279
PARA;5703;45
PARAIBA;5703;16
PARANA;5703;12412
PERNAMBUCO;5703;91
PIAUI;5703;15
RIO DE JANEIRO;5703;531
RIO GRANDE DO NORTE;5703;14
RIO GRANDE DO SUL;5703;496
RONDONIA;5703;44
RORAIMA;5703;4
SANTA CATARINA;5703;1658
SAO PAULO;5703;6376
SERGIPE;5703;8
TOCANTINS;5703;119
ACRE;5711;3
ALAGOAS;5711;5
AMAZONAS;5711;9
BAHIA;5711;106
CEARA;5711;23
DISTRITO FEDERAL;5711;69
ESPIRITO SANTO;5711;108
GOIAS;5711;108
MARANHAO;5711;2
MATO GROSSO;5711;130
MATO GROSSO DO SUL;5711;73
MINAS GERAIS;5711;344
PARA;5711;5
PARAIBA;5711;9
PARANA;5711;503
PERNAMBUCO;5711;45
PIAUI;5711;2
RIO DE JANEIRO;5711;92
RIO GRANDE DO NORTE;5711;12
RIO GRANDE DO SUL;5711;322
RONDONIA;5711;17
RORAIMA;5711;1
SANTA CATARINA;5711;475
SAO PAULO;5711;3449
SERGIPE;5711;6
TOCANTINS;5711;9
ACRE;5720;18
ALAGOAS;5720;249
AMAZONAS;5720;86
AMAPA;5720;3
BAHIA;5720;192
CEARA;5720;486
DISTRITO FEDERAL;5720;153
ESPIRITO SANTO;5720;79
GOIAS;5720;571
MARANHAO;5720;46
MATO GROSSO;5720;55
MATO GROSSO DO SUL;5720;44
MINAS GERAIS;5720;321
PARA;5720;63
PARAIBA;5720;35
PARANA;5720;259
PERNAMBUCO;5720;299
PIAUI;5720;80
RIO DE JANEIRO;5720;191
RIO GRANDE DO NORTE;5720;52
RIO GRANDE DO SUL;5720;175
RONDONIA;5720;34
RORAIMA;5720;6
SANTA CATARINA;5720;496
SAO PAULO;5720;959
SERGIPE;5720;14
TOCANTINS;5720;13
ACRE;5738;85
ALAGOAS;5738;400
AMAZONAS;5738;924
AMAPA;5738;20
BAHIA;5738;1083
CEARA;5738;1766
DISTRITO FEDERAL;5738;287
ESPIRITO SANTO;5738;407
GOIAS;5738;2632
MARANHAO;5738;505
MATO GROSSO;5738;230
MATO GROSSO DO SUL;5738;154
MINAS GERAIS;5738;1581
PARA;5738;601
PARAIBA;5738;628
PARANA;5738;738
PERNAMBUCO;5738;1046
PIAUI;5738;413
RIO DE JANEIRO;5738;1979
RIO GRANDE DO NORTE;5738;296
RIO GRANDE DO SUL;5738;320
RONDONIA;5738;77
RORAIMA;5738;20
SANTA CATARINA;5738;437
SAO PAULO;5738;5156
SERGIPE;5738;80
TOCANTINS;5738;84
ACRE;5746;28
ALAGOAS;5746;129
AMAZONAS;5746;97
AMAPA;5746;8
BAHIA;5746;2245
CEARA;5746;872
DISTRITO FEDERAL;5746;586
ESPIRITO SANTO;5746;1076
GOIAS;5746;997
MARANHAO;5746;97
MATO GROSSO;5746;558
MATO GROSSO DO SUL;5746;513
MINAS GERAIS;5746;19251
PARA;5746;206
PARAIBA;5746;380
PARANA;5746;5694
PERNAMBUCO;5746;2918
PIAUI;5746;95
RIO DE JANEIRO;5746;3302
RIO GRANDE DO NORTE;5746;216
RIO GRANDE DO SUL;5746;1419
RONDONIA;5746;93
RORAIMA;5746;11
SANTA CATARINA;5746;3234
SAO PAULO;5746;18501
SERGIPE;5746;120
TOCANTINS;5746;104
BAHIA;5762;2
CEARA;5762;2
DISTRITO FEDERAL;5762;1
GOIAS;5762;4
MATO GROSSO;5762;1
MINAS GERAIS;5762;1
PARA;5762;1
PARANA;5762;3
RIO DE JANEIRO;5762;1
RIO GRANDE DO NORTE;5762;3
RIO GRANDE DO SUL;5762;1
SANTA CATARINA;5762;5
SAO PAULO;5762;13
ACRE;5770;2
ALAGOAS;5770;7
AMAZONAS;5770;5
AMAPA;5770;1
BAHIA;5770;31
CEARA;5770;10
DISTRITO FEDERAL;5770;46
ESPIRITO SANTO;5770;12
GOIAS;5770;35
MARANHAO;5770;7
MATO GROSSO;5770;7
MATO GROSSO DO SUL;5770;4
MINAS GERAIS;5770;39
PARA;5770;3
PARAIBA;5770;3
PARANA;5770;62
PERNAMBUCO;5770;19
PIAUI;5770;2
RIO DE JANEIRO;5770;36
RIO GRANDE DO NORTE;5770;11
RIO GRANDE DO SUL;5770;26
RONDONIA;5770;3
SANTA CATARINA;5770;38
SAO PAULO;5770;150
SERGIPE;5770;1
TOCANTINS;5770;1
ALAGOAS;5789;1
BAHIA;5789;1
DISTRITO FEDERAL;5789;1
ESPIRITO SANTO;5789;6
GOIAS;5789;13
MINAS GERAIS;5789;3
PARA;5789;1
PARANA;5789;3
RIO DE JANEIRO;5789;4
RIO GRANDE DO NORTE;5789;1
RIO GRANDE DO SUL;5789;3
RONDONIA;5789;1
SANTA CATARINA;5789;3
SAO PAULO;5789;8
ACRE;5797;14
ALAGOAS;5797;8
AMAZONAS;5797;3
AMAPA;5797;4
BAHIA;5797;59
CEARA;5797;15
DISTRITO FEDERAL;5797;24
ESPIRITO SANTO;5797;22
GOIAS;5797;47
MARANHAO;5797;11
MATO GROSSO;5797;28
MATO GROSSO DO SUL;5797;15
MINAS GERAIS;5797;187
PARA;5797;48
PARAIBA;5797;5
PARANA;5797;72
PERNAMBUCO;5797;25
PIAUI;5797;3
RIO DE JANEIRO;5797;95
RIO GRANDE DO NORTE;5797;4
RIO GRANDE DO SUL;5797;44
RONDONIA;5797;10
RORAIMA;5797;1
SANTA CATARINA;5797;112
SAO PAULO;5797;259
SERGIPE;5797;1
TOCANTINS;5797;7
ACRE;5800;1
ALAGOAS;5800;6
AMAZONAS;5800;5
BAHIA;5800;23
CEARA;5800;5
DISTRITO FEDERAL;5800;48
ESPIRITO SANTO;5800;348
GOIAS;5800;190
MARANHAO;5800;6
MATO GROSSO;5800;15
MATO GROSSO DO SUL;5800;13
MINAS GERAIS;5800;299
PARA;5800;6
PARAIBA;5800;25
PARANA;5800;148
PERNAMBUCO;5800;17
PIAUI;5800;5
RIO DE JANEIRO;5800;61
RIO GRANDE DO NORTE;5800;18
RIO GRANDE DO SUL;5800;155
RONDONIA;5800;12
SANTA CATARINA;5800;200
SAO PAULO;5800;8194
SERGIPE;5800;7
TOCANTINS;5800;4
ACRE;5819;100
ALAGOAS;5819;256
AMAZONAS;5819;535
AMAPA;5819;30
BAHIA;5819;711
CEARA;5819;2311
DISTRITO FEDERAL;5819;689
ESPIRITO SANTO;5819;218
GOIAS;5819;1902
MARANHAO;5819;392
MATO GROSSO;5819;392
MATO GROSSO DO SUL;5819;69
MINAS GERAIS;5819;1397
PARA;5819;875
PARAIBA;5819;170
PARANA;5819;613
PERNAMBUCO;5819;683
PIAUI;5819;103
RIO DE JANEIRO;5819;1785
RIO GRANDE DO NORTE;5819;323
RIO GRANDE DO SUL;5819;384
RONDONIA;5819;113
RORAIMA;5819;32
SANTA CATARINA;5819;933
SAO PAULO;5819;7179
SERGIPE;5819;42
TOCANTINS;5819;77
ACRE;5827;1
ALAGOAS;5827;1
AMAZONAS;5827;2
AMAPA;5827;1
BAHIA;5827;29
CEARA;5827;8
DISTRITO FEDERAL;5827;11
ESPIRITO SANTO;5827;7
GOIAS;5827;28
MARANHAO;5827;2
MATO GROSSO;5827;2
MATO GROSSO DO SUL;5827;3
MINAS GERAIS;5827;55
PARA;5827;3
PARAIBA;5827;3
PARANA;5827;36
PERNAMBUCO;5827;16
PIAUI;5827;1
RIO DE JANEIRO;5827;33
RIO GRANDE DO NORTE;5827;2
RIO GRANDE DO SUL;5827;11
RORAIMA;5827;1
SANTA CATARINA;5827;24
SAO PAULO;5827;207
ACRE;5835;86
ALAGOAS;5835;108
AMAZONAS;5835;121
AMAPA;5835;66
BAHIA;5835;749
CEARA;5835;375
DISTRITO FEDERAL;5835;296
ESPIRITO SANTO;5835;256
GOIAS;5835;694
MARANHAO;5835;145
MATO GROSSO;5835;536
MATO GROSSO DO SUL;5835;310
MINAS GERAIS;5835;1287
PARA;5835;398
PARAIBA;5835;129
PARANA;5835;814
PERNAMBUCO;5835;594
PIAUI;5835;122
RIO DE JANEIRO;5835;1161
RIO GRANDE DO NORTE;5835;260
RIO GRANDE DO SUL;5835;618
RONDONIA;5835;182
RORAIMA;5835;45
SANTA CATARINA;5835;1101
SAO PAULO;5835;4174
SERGIPE;5835;154
TOCANTINS;5835;104
ACRE;5843;5
ALAGOAS;5843;71
AMAZONAS;5843;557
AMAPA;5843;3
BAHIA;5843;473
CEARA;5843;268
DISTRITO FEDERAL;5843;5724
ESPIRITO SANTO;5843;45
GOIAS;5843;511
MARANHAO;5843;26
MATO GROSSO;5843;42
MATO GROSSO DO SUL;5843;73
MINAS GERAIS;5843;1248
PARA;5843;32
PARAIBA;5843;22
PARANA;5843;547
PERNAMBUCO;5843;155
PIAUI;5843;26
RIO DE JANEIRO;5843;215
RIO GRANDE DO NORTE;5843;109
RIO GRANDE DO SUL;5843;236
RONDONIA;5843;14
RORAIMA;5843;9
SANTA CATARINA;5843;653
SAO PAULO;5843;15162
SERGIPE;5843;12
TOCANTINS;5843;20
ALAGOAS;5851;18
AMAZONAS;5851;17
BAHIA;5851;15
CEARA;5851;86
DISTRITO FEDERAL;5851;185
ESPIRITO SANTO;5851;28
GOIAS;5851;61
MARANHAO;5851;6
MATO GROSSO;5851;4
MATO GROSSO DO SUL;5851;5
MINAS GERAIS;5851;149
PARA;5851;11
PARAIBA;5851;12
PARANA;5851;100
PERNAMBUCO;5851;216
PIAUI;5851;3
RIO DE JANEIRO;5851;20
RIO GRANDE DO NORTE;5851;432
RIO GRANDE DO SUL;5851;82
RONDONIA;5851;2
SANTA CATARINA;5851;35
SAO PAULO;5851;575
TOCANTINS;5851;5
ACRE;5860;3
ALAGOAS;5860;3
AMAZONAS;5860;2
BAHIA;5860;6
CEARA;5860;3
DISTRITO FEDERAL;5860;36
ESPIRITO SANTO;5860;3
GOIAS;5860;23
MARANHAO;5860;1
MATO GROSSO;5860;5
MATO GROSSO DO SUL;5860;4
MINAS GERAIS;5860;37
PARA;5860;8
PARANA;5860;32
PERNAMBUCO;5860;25
PIAUI;5860;4
RIO DE JANEIRO;5860;27
RIO GRANDE DO NORTE;5860;7
RIO GRANDE DO SUL;5860;12
RONDONIA;5860;2
SANTA CATARINA;5860;14
SAO PAULO;5860;265
SERGIPE;5860;2
TOCANTINS;5860;1
ACRE;5878;13
ALAGOAS;5878;6
AMAZONAS;5878;8
BAHIA;5878;79
CEARA;5878;1
DISTRITO FEDERAL;5878;47
ESPIRITO SANTO;5878;35
GOIAS;5878;93
MARANHAO;5878;2
MATO GROSSO;5878;15
MATO GROSSO DO SUL;5878;13
MINAS GERAIS;5878;131
PARA;5878;3
PARAIBA;5878;2
PARANA;5878;82
PERNAMBUCO;5878;20
PIAUI;5878;2
RIO DE JANEIRO;5878;48
RIO GRANDE DO NORTE;5878;24
RIO GRANDE DO SUL;5878;42
RONDONIA;5878;2
RORAIMA;5878;1
SANTA CATARINA;5878;84
SAO PAULO;5878;708
SERGIPE;5878;1
TOCANTINS;5878;5
DISTRITO FEDERAL;5886;1
GOIAS;5886;1
MARANHAO;5886;1
MINAS GERAIS;5886;1
PARA;5886;2
PARANA;5886;1
SANTA CATARINA;5886;1
SAO PAULO;5886;1
BAHIA;5894;1
DISTRITO FEDERAL;5894;2
GOIAS;5894;1
MINAS GERAIS;5894;2
PARANA;5894;1
PERNAMBUCO;5894;38
RIO GRANDE DO SUL;5894;2
SANTA CATARINA;5894;1
SAO PAULO;5894;8
ALAGOAS;5908;1
AMAZONAS;5908;6
BAHIA;5908;39
CEARA;5908;40
DISTRITO FEDERAL;5908;84
ESPIRITO SANTO;5908;16
GOIAS;5908;58
MARANHAO;5908;32
MATO GROSSO;5908;14
MATO GROSSO DO SUL;5908;7
MINAS GERAIS;5908;88
PARA;5908;16
PARAIBA;5908;13
PARANA;5908;37
PERNAMBUCO;5908;62
PIAUI;5908;2
RIO DE JANEIRO;5908;436
RIO GRANDE DO NORTE;5908;20
RIO GRANDE DO SUL;5908;22
RONDONIA;5908;1
SANTA CATARINA;5908;29
SAO PAULO;5908;687
SERGIPE;5908;6
TOCANTINS;5908;3
BAHIA;5916;5
CEARA;5916;1
DISTRITO FEDERAL;5916;2
GOIAS;5916;4
MINAS GERAIS;5916;7
PARA;5916;1
PARAIBA;5916;1
PARANA;5916;13
PERNAMBUCO;5916;1
RIO DE JANEIRO;5916;2
RIO GRANDE DO SUL;5916;4
RONDONIA;5916;1
SANTA CATARINA;5916;38
SAO PAULO;5916;13
ALAGOAS;5924;4
AMAPA;5924;1
BAHIA;5924;14
CEARA;5924;5
DISTRITO FEDERAL;5924;4
ESPIRITO SANTO;5924;7
GOIAS;5924;25
MARANHAO;5924;3
MATO GROSSO;5924;6
MATO GROSSO DO SUL;5924;2
MINAS GERAIS;5924;40
PARA;5924;6
PARAIBA;5924;1
PARANA;5924;4
PERNAMBUCO;5924;8
PIAUI;5924;1
RIO DE JANEIRO;5924;9
RIO GRANDE DO NORTE;5924;2
RIO GRANDE DO SUL;5924;8
RONDONIA;5924;2
SANTA CATARINA;5924;24
SAO PAULO;5924;32
SERGIPE;5924;1
TOCANTINS;5924;1
ALAGOAS;5932;1
BAHIA;5932;2
CEARA;5932;2
DISTRITO FEDERAL;5932;3
ESPIRITO SANTO;5932;3
GOIAS;5932;14
MATO GROSSO;5932;3
MINAS GERAIS;5932;13
PARA;5932;5
PARANA;5932;7
PERNAMBUCO;5932;1
PIAUI;5932;1
RIO DE JANEIRO;5932;16
RIO GRANDE DO NORTE;5932;1
RIO GRANDE DO SUL;5932;4
SANTA CATARINA;5932;14
SAO PAULO;5932;27
SERGIPE;5932;1
