UF;Cod_Infracao;Quantidade
GOIAS;5460;155
MARANHAO;5460;42
MATO GROSSO;5460;55
MATO GROSSO DO SUL;5460;84
MINAS GERAIS;5460;720
PARA;5460;41
PARAIBA;5460;92
PARANA;5460;863
PERNAMBUCO;5460;112
PIAUI;5460;26
RIO DE JANEIRO;5460;271
RIO GRANDE DO NORTE;5460;40
RIO GRANDE DO SUL;5460;318
RONDONIA;5460;16
RORAIMA;5460;12
SANTA CATARINA;5460;556
SAO PAULO;5460;2312
SERGIPE;5460;51
TOCANTINS;5460;9
ACRE;5479;26
ALAGOAS;5479;91
AMAZONAS;5479;141
AMAPA;5479;3
BAHIA;5479;378
CEARA;5479;386
DISTRITO FEDERAL;5479;509
ESPIRITO SANTO;5479;91
GOIAS;5479;58
MARANHAO;5479;48
MATO GROSSO;5479;2
MATO GROSSO DO SUL;5479;18
MINAS GERAIS;5479;165
PARA;5479;28
PARAIBA;5479;88
PARANA;5479;124
PERNAMBUCO;5479;124
PIAUI;5479;65
RIO DE JANEIRO;5479;207
RIO GRANDE DO NORTE;5479;194
RIO GRANDE DO SUL;5479;30
RONDONIA;5479;7
RORAIMA;5479;5
SANTA CATARINA;5479;97
SAO PAULO;5479;363
SERGIPE;5479;53
TOCANTINS;5479;9
ACRE;5487;99
ALAGOAS;5487;93
AMAZONAS;5487;517
AMAPA;5487;98
BAHIA;5487;789
CEARA;5487;1022
DISTRITO FEDERAL;5487;795
ESPIRITO SANTO;5487;331
GOIAS;5487;701
MARANHAO;5487;157
MATO GROSSO;5487;108
MATO GROSSO DO SUL;5487;193
MINAS GERAIS;5487;1022
PARA;5487;797
PARAIBA;5487;375
PARANA;5487;507
PERNAMBUCO;5487;416
PIAUI;5487;286
RIO DE JANEIRO;5487;788
RIO GRANDE DO NORTE;5487;261
RIO GRANDE DO SUL;5487;101
RONDONIA;5487;46
RORAIMA;5487;8
SANTA CATARINA;5487;169
SAO PAULO;5487;1625
SERGIPE;5487;232
TOCANTINS;5487;24
ACRE;5495;2
ALAGOAS;5495;2
AMAZONAS;5495;18
BAHIA;5495;17
CEARA;5495;12
DISTRITO FEDERAL;5495;46
ESPIRITO SANTO;5495;9
GOIAS;5495;27
MARANHAO;5495;6
MATO GROSSO;5495;1
MATO GROSSO DO SUL;5495;9
MINAS GERAIS;5495;19
PARA;5495;15
PARAIBA;5495;6
PARANA;5495;39
PERNAMBUCO;5495;3
PIAUI;5495;44
RIO DE JANEIRO;5495;7
RIO GRANDE DO NORTE;5495;7
RIO GRANDE DO SUL;5495;7
SANTA CATARINA;5495;8
SAO PAULO;5495;50
SERGIPE;5495;6
TOCANTINS;5495;4
ACRE;5509;21
ALAGOAS;5509;52
AMAZONAS;5509;56
AMAPA;5509;33
BAHIA;5509;683
CEARA;5509;206
DISTRITO FEDERAL;5509;114
ESPIRITO SANTO;5509;374
GOIAS;5509;87
MARANHAO;5509;64
MATO GROSSO;5509;115
MATO GROSSO DO SUL;5509;55
MINAS GERAIS;5509;1292
PARA;5509;198
PARAIBA;5509;174
PARANA;5509;340
PERNAMBUCO;5509;317
PIAUI;5509;42
RIO DE JANEIRO;5509;656
RIO GRANDE DO NORTE;5509;59
RIO GRANDE DO SUL;5509;183
RONDONIA;5509;29
RORAIMA;5509;11
SANTA CATARINA;5509;180
SAO PAULO;5509;1759
SERGIPE;5509;20
TOCANTINS;5509;5
ALAGOAS;5517;2
AMAZONAS;5517;1
AMAPA;5517;1
BAHIA;5517;78
CEARA;5517;1
DISTRITO FEDERAL;5517;4
ESPIRITO SANTO;5517;12
GOIAS;5517;6
MARANHAO;5517;2
MATO GROSSO DO SUL;5517;1
MINAS GERAIS;5517;68
PARA;5517;4
PARAIBA;5517;22
PARANA;5517;4
PERNAMBUCO;5517;1
RIO DE JANEIRO;5517;78
RIO GRANDE DO SUL;5517;4
SANTA CATARINA;5517;4
SAO PAULO;5517;53
ACRE;5525;80
ALAGOAS;5525;78
AMAZONAS;5525;189
AMAPA;5525;13
BAHIA;5525;498
CEARA;5525;1108
DISTRITO FEDERAL;5525;700
ESPIRITO SANTO;5525;253
GOIAS;5525;387
MARANHAO;5525;53
MATO GROSSO;5525;241
MATO GROSSO DO SUL;5525;151
MINAS GERAIS;5525;1084
PARA;5525;143
PARAIBA;5525;84
PARANA;5525;722
PERNAMBUCO;5525;195
PIAUI;5525;58
RIO DE JANEIRO;5525;361
RIO GRANDE DO NORTE;5525;122
RIO GRANDE DO SUL;5525;426
RONDONIA;5525;32
RORAIMA;5525;14
SANTA CATARINA;5525;879
SAO PAULO;5525;2861
SERGIPE;5525;38
TOCANTINS;5525;11
AMAZONAS;5533;1
RIO DE JANEIRO;5533;1
SANTA CATARINA;5533;2
SAO PAULO;5533;1
ACRE;5541;255
ALAGOAS;5541;480
AMAZONAS;5541;1763
AMAPA;5541;243
BAHIA;5541;11275
CEARA;5541;8043
DISTRITO FEDERAL;5541;1318
ESPIRITO SANTO;5541;3951
GOIAS;5541;4027
MARANHAO;5541;363
MATO GROSSO;5541;649
MATO GROSSO DO SUL;5541;1880
MINAS GERAIS;5541;23628
PARA;5541;640
PARAIBA;5541;1604
PARANA;5541;23255
PERNAMBUCO;5541;7375
PIAUI;5541;402
RIO DE JANEIRO;5541;8867
RIO GRANDE DO NORTE;5541;732
RIO GRANDE DO SUL;5541;3153
RONDONIA;5541;160
RORAIMA;5541;65
SANTA CATARINA;5541;15301
SAO PAULO;5541;59300
SERGIPE;5541;304
TOCANTINS;5541;125
ACRE;5550;440
ALAGOAS;5550;848
AMAZONAS;5550;1424
AMAPA;5550;93
BAHIA;5550;5349
CEARA;5550;17098
DISTRITO FEDERAL;5550;4738
ESPIRITO SANTO;5550;2315
GOIAS;5550;4306
MARANHAO;5550;1269
MATO GROSSO;5550;533
MATO GROSSO DO SUL;5550;779
MINAS GERAIS;5550;8090
PARA;5550;1128
PARAIBA;5550;2053
PARANA;5550;3510
PERNAMBUCO;5550;2848
PIAUI;5550;1598
RIO DE JANEIRO;5550;2878
RIO GRANDE DO NORTE;5550;865
RIO GRANDE DO SUL;5550;2548
RONDONIA;5550;144
RORAIMA;5550;51
SANTA CATARINA;5550;3759
SAO PAULO;5550;22194
SERGIPE;5550;1122
TOCANTINS;5550;184
ACRE;5568;104
ALAGOAS;5568;301
AMAZONAS;5568;117
AMAPA;5568;32
BAHIA;5568;1417
CEARA;5568;1344
DISTRITO FEDERAL;5568;3325
ESPIRITO SANTO;5568;568
GOIAS;5568;7900
MARANHAO;5568;213
MATO GROSSO;5568;2422
MATO GROSSO DO SUL;5568;626
MINAS GERAIS;5568;4907
PARA;5568;240
PARAIBA;5568;436
PARANA;5568;2258
PERNAMBUCO;5568;605
PIAUI;5568;263
RIO DE JANEIRO;5568;2300
RIO GRANDE DO NORTE;5568;146
RIO GRANDE DO SUL;5568;1122
RONDONIA;5568;254
RORAIMA;5568;16
SANTA CATARINA;5568;2185
SAO PAULO;5568;11689
SERGIPE;5568;98
TOCANTINS;5568;85
ACRE;5576;2
ALAGOAS;5576;8
AMAZONAS;5576;3
BAHIA;5576;13
CEARA;5576;32
DISTRITO FEDERAL;5576;9
ESPIRITO SANTO;5576;3
GOIAS;5576;24
MARANHAO;5576;3
MATO GROSSO;5576;4
MATO GROSSO DO SUL;5576;3
MINAS GERAIS;5576;63
PARA;5576;6
PARAIBA;5576;3
PARANA;5576;14
PERNAMBUCO;5576;5
PIAUI;5576;2
RIO DE JANEIRO;5576;43
RIO GRANDE DO NORTE;5576;4
RIO GRANDE DO SUL;5576;14
SANTA CATARINA;5576;15
SAO PAULO;5576;100
SERGIPE;5576;2
ALAGOAS;5584;4
AMAPA;5584;3
BAHIA;5584;8
CEARA;5584;6
DISTRITO FEDERAL;5584;1
ESPIRITO SANTO;5584;1
GOIAS;5584;9
MARANHAO;5584;1
MATO GROSSO DO SUL;5584;4
MINAS GERAIS;5584;24
PARA;5584;1
PARAIBA;5584;2
PARANA;5584;6
PERNAMBUCO;5584;1
RIO DE JANEIRO;5584;8
RIO GRANDE DO SUL;5584;6
SANTA CATARINA;5584;4
SAO PAULO;5584;71
SERGIPE;5584;2
ALAGOAS;5592;38
AMAZONAS;5592;22
AMAPA;5592;4
BAHIA;5592;262
CEARA;5592;67
DISTRITO FEDERAL;5592;10
ESPIRITO SANTO;5592;26
GOIAS;5592;41
MARANHAO;5592;24
MATO GROSSO;5592;14
MATO GROSSO DO SUL;5592;18
MINAS GERAIS;5592;366
PARA;5592;20
PARAIBA;5592;5
PARANA;5592;226
PERNAMBUCO;5592;74
PIAUI;5592;3
RIO DE JANEIRO;5592;69
RIO GRANDE DO NORTE;5592;32
RIO GRANDE DO SUL;5592;83
RONDONIA;5592;4
RORAIMA;5592;5
SANTA CATARINA;5592;50
SAO PAULO;5592;486
SERGIPE;5592;44
TOCANTINS;5592;1
ALAGOAS;5606;6
AMAZONAS;5606;3
BAHIA;5606;11
CEARA;5606;14
DISTRITO FEDERAL;5606;33
ESPIRITO SANTO;5606;12
GOIAS;5606;19
MARANHAO;5606;2
MATO GROSSO;5606;4
MATO GROSSO DO SUL;5606;1
MINAS GERAIS;5606;46
PARAIBA;5606;3
PARANA;5606;22
PIAUI;5606;1
RIO DE JANEIRO;5606;103
RIO GRANDE DO NORTE;5606;1
RIO GRANDE DO SUL;5606;5
RONDONIA;5606;1
SANTA CATARINA;5606;12
SAO PAULO;5606;20
ACRE;5614;2
ALAGOAS;5614;8
AMAZONAS;5614;1
AMAPA;5614;14
BAHIA;5614;51
CEARA;5614;19
DISTRITO FEDERAL;5614;41
ESPIRITO SANTO;5614;18
GOIAS;5614;27
MARANHAO;5614;3
MATO GROSSO;5614;7
MATO GROSSO DO SUL;5614;15
MINAS GERAIS;5614;177
PARA;5614;70
PARAIBA;5614;22
PARANA;5614;92
PERNAMBUCO;5614;24
PIAUI;5614;7
RIO DE JANEIRO;5614;140
RIO GRANDE DO NORTE;5614;35
RIO GRANDE DO SUL;5614;116
RONDONIA;5614;1
RORAIMA;5614;1
SANTA CATARINA;5614;114
SAO PAULO;5614;266
SERGIPE;5614;1
TOCANTINS;5614;1
ACRE;5622;10
ALAGOAS;5622;57
AMAZONAS;5622;43
AMAPA;5622;7
BAHIA;5622;358
CEARA;5622;503
DISTRITO FEDERAL;5622;56
ESPIRITO SANTO;5622;110
GOIAS;5622;188
MARANHAO;5622;38
MATO GROSSO;5622;25
MATO GROSSO DO SUL;5622;35
MINAS GERAIS;5622;416
PARA;5622;26
PARAIBA;5622;77
PARANA;5622;354
PERNAMBUCO;5622;134
PIAUI;5622;100
RIO DE JANEIRO;5622;231
RIO GRANDE DO NORTE;5622;31
RIO GRANDE DO SUL;5622;122
RONDONIA;5622;12
RORAIMA;5622;1
SANTA CATARINA;5622;190
SAO PAULO;5622;1309
SERGIPE;5622;62
TOCANTINS;5622;3
ALAGOAS;5630;56
AMAZONAS;5630;22
AMAPA;5630;1
BAHIA;5630;31
CEARA;5630;35
DISTRITO FEDERAL;5630;16
ESPIRITO SANTO;5630;39
GOIAS;5630;16
MARANHAO;5630;12
MATO GROSSO;5630;2
MATO GROSSO DO SUL;5630;11
MINAS GERAIS;5630;85
PARA;5630;4
PARAIBA;5630;9
PARANA;5630;365
PERNAMBUCO;5630;59
PIAUI;5630;65
RIO DE JANEIRO;5630;37
RIO GRANDE DO NORTE;5630;32
RIO GRANDE DO SUL;5630;43
RONDONIA;5630;2
SANTA CATARINA;5630;61
SAO PAULO;5630;268
SERGIPE;5630;12
TOCANTINS;5630;3
BAHIA;5649;4
ESPIRITO SANTO;5649;2
RIO GRANDE DO SUL;5649;1
SAO PAULO;5649;5
ACRE;5657;1
ALAGOAS;5657;4
AMAZONAS;5657;9
BAHIA;5657;13
CEARA;5657;4
DISTRITO FEDERAL;5657;9
ESPIRITO SANTO;5657;10
GOIAS;5657;11
MATO GROSSO;5657;4
MATO GROSSO DO SUL;5657;3
MINAS GERAIS;5657;35
PARANA;5657;31
PERNAMBUCO;5657;2
RIO DE JANEIRO;5657;9
RIO GRANDE DO NORTE;5657;3
RIO GRANDE DO SUL;5657;20
RONDONIA;5657;1
RORAIMA;5657;1
SANTA CATARINA;5657;36
SAO PAULO;5657;69
SERGIPE;5657;4
TOCANTINS;5657;1
ACRE;5665;5
ALAGOAS;5665;220
AMAZONAS;5665;69
AMAPA;5665;4
BAHIA;5665;51
CEARA;5665;871
DISTRITO FEDERAL;5665;67
ESPIRITO SANTO;5665;48
GOIAS;5665;355
MARANHAO;5665;29
MATO GROSSO;5665;9
MATO GROSSO DO SUL;5665;15
MINAS GERAIS;5665;519
PARA;5665;31
PARAIBA;5665;20
PARANA;5665;122
PERNAMBUCO;5665;86
PIAUI;5665;35
RIO DE JANEIRO;5665;721
RIO GRANDE DO NORTE;5665;36
RIO GRANDE DO SUL;5665;251
RONDONIA;5665;3
RORAIMA;5665;7
SANTA CATARINA;5665;122
SAO PAULO;5665;1420
SERGIPE;5665;9
TOCANTINS;5665;4
ACRE;5673;20
ALAGOAS;5673;75
AMAZONAS;5673;58
AMAPA;5673;245
BAHIA;5673;474
CEARA;5673;2319
DISTRITO FEDERAL;5673;699
ESPIRITO SANTO;5673;116
GOIAS;5673;9862
MARANHAO;5673;267
MATO GROSSO;5673;615
MATO GROSSO DO SUL;5673;200
MINAS GERAIS;5673;3143
PARA;5673;1962
PARAIBA;5673;123
PARANA;5673;2139
PERNAMBUCO;5673;732
PIAUI;5673;1148
RIO DE JANEIRO;5673;1626
RIO GRANDE DO NORTE;5673;893
RIO GRANDE DO SUL;5673;627
RONDONIA;5673;45
RORAIMA;5673;14
SANTA CATARINA;5673;1406
SAO PAULO;5673;13793
SERGIPE;5673;25
TOCANTINS;5673;244
ACRE;5681;14
ALAGOAS;5681;987
AMAZONAS;5681;68
AMAPA;5681;14
BAHIA;5681;556
CEARA;5681;66
DISTRITO FEDERAL;5681;19720
ESPIRITO SANTO;5681;65
GOIAS;5681;4910
MARANHAO;5681;148
MATO GROSSO;5681;554
MATO GROSSO DO SUL;5681;235
MINAS GERAIS;5681;2310
PARA;5681;481
PARAIBA;5681;72
PARANA;5681;453
PERNAMBUCO;5681;117
PIAUI;5681;67
RIO DE JANEIRO;5681;532
RIO GRANDE DO NORTE;5681;249
RIO GRANDE DO SUL;5681;178
RONDONIA;5681;112
RORAIMA;5681;11
SANTA CATARINA;5681;415
SAO PAULO;5681;1247
SERGIPE;5681;46
TOCANTINS;5681;171
AMAZONAS;5690;2
BAHIA;5690;5
DISTRITO FEDERAL;5690;327
ESPIRITO SANTO;5690;9
GOIAS;5690;87
MARANHAO;5690;1
MATO GROSSO;5690;4
MATO GROSSO DO SUL;5690;5
MINAS GERAIS;5690;830
PARA;5690;10
PARAIBA;5690;6
PARANA;5690;7
PERNAMBUCO;5690;30
PIAUI;5690;2
RIO DE JANEIRO;5690;163
RIO GRANDE DO SUL;5690;8
RONDONIA;5690;1
SANTA CATARINA;5690;5
SAO PAULO;5690;284
SERGIPE;5690;3
TOCANTINS;5690;2
ACRE;5703;13
ALAGOAS;5703;19
AMAZONAS;5703;22
AMAPA;5703;19
BAHIA;5703;158
CEARA;5703;47
DISTRITO FEDERAL;5703;126
ESPIRITO SANTO;5703;117
GOIAS;5703;598
MARANHAO;5703;33
MATO GROSSO;5703;105
MATO GROSSO DO SUL;5703;135
MINAS GERAIS;5703;1272
PARA;5703;57
PARAIBA;5703;9
PARANA;5703;10450
PERNAMBUCO;5703;67
PIAUI;5703;31
RIO DE JANEIRO;5703;394
RIO GRANDE DO NORTE;5703;12
RIO GRANDE DO SUL;5703;598
RONDONIA;5703;28
RORAIMA;5703;3
SANTA CATARINA;5703;1850
SAO PAULO;5703;6236
SERGIPE;5703;16
TOCANTINS;5703;36
ACRE;5711;2
ALAGOAS;5711;4
AMAZONAS;5711;147
AMAPA;5711;1
BAHIA;5711;221
CEARA;5711;33
DISTRITO FEDERAL;5711;99
ESPIRITO SANTO;5711;129
GOIAS;5711;142
MARANHAO;5711;20
MATO GROSSO;5711;295
MATO GROSSO DO SUL;5711;64
MINAS GERAIS;5711;505
PARA;5711;61
PARAIBA;5711;78
PARANA;5711;675
PERNAMBUCO;5711;97
PIAUI;5711;6
RIO DE JANEIRO;5711;141
RIO GRANDE DO NORTE;5711;24
RIO GRANDE DO SUL;5711;493
RONDONIA;5711;23
SANTA CATARINA;5711;728
SAO PAULO;5711;4205
SERGIPE;5711;9
TOCANTINS;5711;7
ACRE;5720;47
ALAGOAS;5720;132
AMAZONAS;5720;53
AMAPA;5720;14
BAHIA;5720;166
CEARA;5720;495
DISTRITO FEDERAL;5720;233
ESPIRITO SANTO;5720;113
GOIAS;5720;240
MARANHAO;5720;76
MATO GROSSO;5720;70
MATO GROSSO DO SUL;5720;44
MINAS GERAIS;5720;426
PARA;5720;73
PARAIBA;5720;78
PARANA;5720;362
PERNAMBUCO;5720;109
PIAUI;5720;78
RIO DE JANEIRO;5720;110
RIO GRANDE DO NORTE;5720;69
RIO GRANDE DO SUL;5720;212
RONDONIA;5720;45
RORAIMA;5720;7
SANTA CATARINA;5720;542
SAO PAULO;5720;741
SERGIPE;5720;49
TOCANTINS;5720;16
ACRE;5738;89
ALAGOAS;5738;319
AMAZONAS;5738;794
AMAPA;5738;22
BAHIA;5738;984
CEARA;5738;3640
DISTRITO FEDERAL;5738;1402
ESPIRITO SANTO;5738;541
GOIAS;5738;1467
MARANHAO;5738;571
MATO GROSSO;5738;204
MATO GROSSO DO SUL;5738;187
MINAS GERAIS;5738;1624
PARA;5738;739
PARAIBA;5738;944
PARANA;5738;896
PERNAMBUCO;5738;723
PIAUI;5738;460
RIO DE JANEIRO;5738;1187
RIO GRANDE DO NORTE;5738;507
RIO GRANDE DO SUL;5738;377
RONDONIA;5738;131
RORAIMA;5738;17
SANTA CATARINA;5738;617
SAO PAULO;5738;5484
SERGIPE;5738;499
TOCANTINS;5738;55
ACRE;5746;34
ALAGOAS;5746;164
AMAZONAS;5746;137
AMAPA;5746;16
BAHIA;5746;3986
CEARA;5746;1205
DISTRITO FEDERAL;5746;754
ESPIRITO SANTO;5746;1443
GOIAS;5746;1199
MARANHAO;5746;205
MATO GROSSO;5746;563
MATO GROSSO DO SUL;5746;776
MINAS GERAIS;5746;24805
PARA;5746;292
PARAIBA;5746;452
PARANA;5746;7451
PERNAMBUCO;5746;2951
PIAUI;5746;181
RIO DE JANEIRO;5746;4308
RIO GRANDE DO NORTE;5746;313
RIO GRANDE DO SUL;5746;1803
RONDONIA;5746;94
RORAIMA;5746;18
SANTA CATARINA;5746;4312
SAO PAULO;5746;26647
SERGIPE;5746;160
TOCANTINS;5746;160
AMAZONAS;5762;1
BAHIA;5762;2
CEARA;5762;1
DISTRITO FEDERAL;5762;2
MINAS GERAIS;5762;4
PARANA;5762;6
PERNAMBUCO;5762;1
PIAUI;5762;2
RIO DE JANEIRO;5762;1
RIO GRANDE DO NORTE;5762;2
RIO GRANDE DO SUL;5762;1
SANTA CATARINA;5762;2
SAO PAULO;5762;11
ACRE;5770;4
ALAGOAS;5770;11
AMAZONAS;5770;1
AMAPA;5770;1
BAHIA;5770;44
CEARA;5770;19
DISTRITO FEDERAL;5770;51
ESPIRITO SANTO;5770;15
GOIAS;5770;35
MARANHAO;5770;14
MATO GROSSO;5770;2
MATO GROSSO DO SUL;5770;5
MINAS GERAIS;5770;42
PARA;5770;6
PARAIBA;5770;13
PARANA;5770;50
PERNAMBUCO;5770;26
PIAUI;5770;2
RIO DE JANEIRO;5770;47
RIO GRANDE DO NORTE;5770;11
RIO GRANDE DO SUL;5770;42
RONDONIA;5770;9
SANTA CATARINA;5770;62
SAO PAULO;5770;163
SERGIPE;5770;11
TOCANTINS;5770;4
BAHIA;5789;1
GOIAS;5789;3
MINAS GERAIS;5789;6
PARANA;5789;1
PERNAMBUCO;5789;2
RIO DE JANEIRO;5789;1
RIO GRANDE DO NORTE;5789;1
RIO GRANDE DO SUL;5789;1
RONDONIA;5789;1
SANTA CATARINA;5789;2
SAO PAULO;5789;5
ACRE;5797;6
ALAGOAS;5797;11
AMAZONAS;5797;8
AMAPA;5797;6
BAHIA;5797;63
CEARA;5797;31
DISTRITO FEDERAL;5797;24
ESPIRITO SANTO;5797;17
GOIAS;5797;41
MARANHAO;5797;13
MATO GROSSO;5797;30
MATO GROSSO DO SUL;5797;19
MINAS GERAIS;5797;179
PARA;5797;45
PARAIBA;5797;10
PARANA;5797;76
PERNAMBUCO;5797;31
PIAUI;5797;10
RIO DE JANEIRO;5797;34
RIO GRANDE DO NORTE;5797;9
RIO GRANDE DO SUL;5797;50
RONDONIA;5797;12
SANTA CATARINA;5797;141
SAO PAULO;5797;224
SERGIPE;5797;7
TOCANTINS;5797;9
ACRE;5800;2
ALAGOAS;5800;2
AMAZONAS;5800;17
AMAPA;5800;1
BAHIA;5800;22
CEARA;5800;9
DISTRITO FEDERAL;5800;43
ESPIRITO SANTO;5800;19
GOIAS;5800;67
MARANHAO;5800;5
MATO GROSSO;5800;27
MATO GROSSO DO SUL;5800;28
MINAS GERAIS;5800;291
PARA;5800;3
PARAIBA;5800;31
PARANA;5800;112
PERNAMBUCO;5800;10
PIAUI;5800;5
RIO DE JANEIRO;5800;133
RIO GRANDE DO NORTE;5800;3
RIO GRANDE DO SUL;5800;138
RONDONIA;5800;1
SANTA CATARINA;5800;293
SAO PAULO;5800;5705
SERGIPE;5800;12
TOCANTINS;5800;1
ACRE;5819;97
ALAGOAS;5819;264
AMAZONAS;5819;500
AMAPA;5819;31
BAHIA;5819;672
CEARA;5819;2016
DISTRITO FEDERAL;5819;899
ESPIRITO SANTO;5819;253
GOIAS;5819;1082
MARANHAO;5819;496
MATO GROSSO;5819;229
MATO GROSSO DO SUL;5819;139
MINAS GERAIS;5819;1556
PARA;5819;803
PARAIBA;5819;256
PARANA;5819;741
PERNAMBUCO;5819;546
PIAUI;5819;118
RIO DE JANEIRO;5819;2056
RIO GRANDE DO NORTE;5819;323
RIO GRANDE DO SUL;5819;557
RONDONIA;5819;105
RORAIMA;5819;19
SANTA CATARINA;5819;977
SAO PAULO;5819;7562
SERGIPE;5819;281
TOCANTINS;5819;21
ACRE;5827;2
ALAGOAS;5827;2
AMAZONAS;5827;2
AMAPA;5827;1
BAHIA;5827;28
CEARA;5827;18
DISTRITO FEDERAL;5827;31
ESPIRITO SANTO;5827;8
GOIAS;5827;13
MARANHAO;5827;2
MATO GROSSO;5827;1
MATO GROSSO DO SUL;5827;6
MINAS GERAIS;5827;58
PARA;5827;5
PARAIBA;5827;4
PARANA;5827;40
PERNAMBUCO;5827;10
RIO DE JANEIRO;5827;53
RIO GRANDE DO NORTE;5827;6
RIO GRANDE DO SUL;5827;21
RORAIMA;5827;1
SANTA CATARINA;5827;21
SAO PAULO;5827;303
SERGIPE;5827;3
TOCANTINS;5827;1
ACRE;5835;151
ALAGOAS;5835;224
AMAZONAS;5835;191
AMAPA;5835;147
BAHIA;5835;864
CEARA;5835;700
DISTRITO FEDERAL;5835;317
ESPIRITO SANTO;5835;333
GOIAS;5835;836
MARANHAO;5835;414
MATO GROSSO;5835;721
MATO GROSSO DO SUL;5835;455
MINAS GERAIS;5835;1549
PARA;5835;687
PARAIBA;5835;270
PARANA;5835;1257
PERNAMBUCO;5835;475
PIAUI;5835;197
RIO DE JANEIRO;5835;1400
RIO GRANDE DO NORTE;5835;357
RIO GRANDE DO SUL;5835;788
RONDONIA;5835;592
RORAIMA;5835;38
SANTA CATARINA;5835;1321
SAO PAULO;5835;4311
SERGIPE;5835;247
TOCANTINS;5835;132
ACRE;5843;3
ALAGOAS;5843;62
AMAZONAS;5843;402
AMAPA;5843;5
BAHIA;5843;355
CEARA;5843;202
DISTRITO FEDERAL;5843;5612
ESPIRITO SANTO;5843;87
GOIAS;5843;588
MARANHAO;5843;38
MATO GROSSO;5843;78
MATO GROSSO DO SUL;5843;77
MINAS GERAIS;5843;1345
PARA;5843;413
PARAIBA;5843;30
PARANA;5843;734
PERNAMBUCO;5843;104
PIAUI;5843;24
RIO DE JANEIRO;5843;276
RIO GRANDE DO NORTE;5843;182
RIO GRANDE DO SUL;5843;434
RONDONIA;5843;15
RORAIMA;5843;6
SANTA CATARINA;5843;446
SAO PAULO;5843;17405
SERGIPE;5843;34
TOCANTINS;5843;15
ALAGOAS;5851;13
AMAZONAS;5851;25
BAHIA;5851;14
CEARA;5851;179
DISTRITO FEDERAL;5851;422
ESPIRITO SANTO;5851;54
GOIAS;5851;114
MARANHAO;5851;9
MATO GROSSO;5851;5
MATO GROSSO DO SUL;5851;11
MINAS GERAIS;5851;120
PARA;5851;6
PARAIBA;5851;5
PARANA;5851;78
PERNAMBUCO;5851;86
PIAUI;5851;4
RIO DE JANEIRO;5851;25
RIO GRANDE DO NORTE;5851;15
RIO GRANDE DO SUL;5851;47
RONDONIA;5851;8
SANTA CATARINA;5851;31
SAO PAULO;5851;435
SERGIPE;5851;7
TOCANTINS;5851;1
ACRE;5860;2
ALAGOAS;5860;6
AMAZONAS;5860;1
AMAPA;5860;3
BAHIA;5860;18
CEARA;5860;26
DISTRITO FEDERAL;5860;40
ESPIRITO SANTO;5860;11
GOIAS;5860;13
MARANHAO;5860;2
MATO GROSSO;5860;2
MATO GROSSO DO SUL;5860;2
MINAS GERAIS;5860;46
PARA;5860;5
PARAIBA;5860;3
PARANA;5860;19
PERNAMBUCO;5860;27
RIO DE JANEIRO;5860;47
RIO GRANDE DO NORTE;5860;21
RIO GRANDE DO SUL;5860;34
RONDONIA;5860;6
RORAIMA;5860;1
SANTA CATARINA;5860;36
SAO PAULO;5860;220
SERGIPE;5860;2
TOCANTINS;5860;1
ACRE;5878;8
ALAGOAS;5878;3
AMAZONAS;5878;4
AMAPA;5878;1
BAHIA;5878;49
CEARA;5878;9
DISTRITO FEDERAL;5878;52
ESPIRITO SANTO;5878;30
GOIAS;5878;61
MARANHAO;5878;10
MATO GROSSO;5878;6
MATO GROSSO DO SUL;5878;16
MINAS GERAIS;5878;161
PARA;5878;7
PARAIBA;5878;7
PARANA;5878;114
PERNAMBUCO;5878;9
PIAUI;5878;3
RIO DE JANEIRO;5878;51
RIO GRANDE DO NORTE;5878;9
RIO GRANDE DO SUL;5878;65
RONDONIA;5878;3
SANTA CATARINA;5878;113
SAO PAULO;5878;766
SERGIPE;5878;2
TOCANTINS;5878;3
AMAZONAS;5886;1
DISTRITO FEDERAL;5886;2
ESPIRITO SANTO;5886;1
GOIAS;5886;1
MINAS GERAIS;5886;1
PARA;5886;7
DISTRITO FEDERAL;5894;2
MARANHAO;5894;1
MATO GROSSO;5894;3
MINAS GERAIS;5894;3
PARA;5894;1
PARAIBA;5894;2
PERNAMBUCO;5894;22
RIO DE JANEIRO;5894;2
RIO GRANDE DO SUL;5894;2
SANTA CATARINA;5894;6
SAO PAULO;5894;7
ALAGOAS;5908;13
AMAZONAS;5908;5
AMAPA;5908;1
BAHIA;5908;72
CEARA;5908;78
DISTRITO FEDERAL;5908;104
ESPIRITO SANTO;5908;32
GOIAS;5908;42
MARANHAO;5908;14
MATO GROSSO;5908;52
MATO GROSSO DO SUL;5908;22
MINAS GERAIS;5908;263
PARA;5908;34
PARAIBA;5908;25
PARANA;5908;30
PERNAMBUCO;5908;110
PIAUI;5908;20
RIO DE JANEIRO;5908;958
RIO GRANDE DO NORTE;5908;22
RIO GRANDE DO SUL;5908;41
RONDONIA;5908;7
SANTA CATARINA;5908;44
SAO PAULO;5908;726
SERGIPE;5908;8
TOCANTINS;5908;3
CEARA;5916;2
DISTRITO FEDERAL;5916;4
ESPIRITO SANTO;5916;1
GOIAS;5916;2
MARANHAO;5916;1
MATO GROSSO DO SUL;5916;2
MINAS GERAIS;5916;11
PARA;5916;1
PARAIBA;5916;1
